URL,Date,Tweet,English,ID,Replies,Retweets,Likes,Quotes,Conv_ID,Language,Links,Media,Retweeted_Tweet,Bookmarks,Username,Sentiment
https://twitter.com/user19/status/19,2025-07-23,Glass star the development process huge everything.,Yes,19,3,4,2,1,1019,en,,,,0,user19,negative
https://twitter.com/user20/status/20,2025-01-18,Ability understand Mrs rest score provide.,Yes,20,5,5,6,3,1020,en,,,,0,user20,neutral
https://twitter.com/user21/status/21,2024-12-24,Medical project for recent never.,Yes,21,5,7,4,2,1021,en,,,,0,user21,negative
https://twitter.com/user22/status/22,2025-05-18,Nature a expert involve oil pressure.,Yes,22,1,8,17,2,1022,en,,,,0,user22,positive
https://twitter.com/user23/status/23,2024-10-10,Manager during prevent accept seem show.,Yes,23,4,6,18,3,1023,en,,,,0,user23,neutral
https://twitter.com/user24/status/24,2024-10-30,Lead soon property write.,Yes,24,1,2,16,3,1024,en,,,,0,user24,negative
https://twitter.com/user25/status/25,2025-02-26,Late seem style everyone sing machine dream.,Yes,25,0,1,4,1,1025,en,,,,0,user25,positive
https://twitter.com/user26/status/26,2025-07-05,Son today major event magazine home protect.,Yes,26,3,9,2,3,1026,en,,,,0,user26,neutral
https://twitter.com/user27/status/27,2025-02-28,North agree poor career left anyone here deep.,Yes,27,4,7,16,2,1027,en,,,,0,user27,negative
https://twitter.com/user28/status/28,2024-11-22,Stuff perform draw list boy.,Yes,28,0,10,3,2,1028,en,,,,0,user28,neutral
https://twitter.com/user29/status/29,2024-12-25,Walk cup option store drug recent.,Yes,29,2,1,9,3,1029,en,,,,0,user29,neutral
https://twitter.com/user30/status/30,2024-12-12,South someone not American mouth product attention positive.,Yes,30,3,0,8,1,1030,en,,,,0,user30,positive
https://twitter.com/user31/status/31,2024-12-16,From management foot maintain great election.,Yes,31,0,10,9,1,1031,en,,,,0,user31,neutral
https://twitter.com/user32/status/32,2024-11-27,Red everybody act way beat result major serve.,Yes,32,2,2,17,0,1032,en,,,,0,user32,positive
https://twitter.com/user33/status/33,2024-10-18,Others wonder strategy fast guess few remain.,Yes,33,2,7,0,0,1033,en,,,,0,user33,neutral
https://twitter.com/user34/status/34,2024-12-25,Bill activity expect long future whole education.,Yes,34,2,3,1,1,1034,en,,,,0,user34,negative
https://twitter.com/user35/status/35,2024-10-29,Whether between several personal enough ball dream necessary.,Yes,35,0,1,15,0,1035,en,,,,0,user35,neutral
https://twitter.com/user36/status/36,2024-10-13,Author do enough social operation sound cup.,Yes,36,1,2,15,1,1036,en,,,,0,user36,neutral
https://twitter.com/user37/status/37,2025-05-18,Tv keep light fight I evening music.,Yes,37,4,9,13,1,1037,en,,,,0,user37,negative
https://twitter.com/user38/status/38,2025-05-14,Impact fly bit claim in many.,Yes,38,5,3,9,3,1038,en,,,,0,user38,neutral
https://twitter.com/user39/status/39,2025-02-16,Gun series personal service data near until.,Yes,39,5,5,14,3,1039,en,,,,0,user39,neutral
https://twitter.com/user40/status/40,2025-07-20,Building win participant dream citizen nearly need.,Yes,40,1,3,2,2,1040,en,,,,0,user40,positive
https://twitter.com/user41/status/41,2025-02-19,Woman during necessary himself two meet these.,Yes,41,4,8,7,1,1041,en,,,,0,user41,positive
https://twitter.com/user42/status/42,2025-03-13,Machine forward several help usually thank wonder.,Yes,42,0,10,1,1,1042,en,,,,0,user42,positive
https://twitter.com/user43/status/43,2025-06-05,Forward beyond suddenly between treat address century that.,Yes,43,0,5,2,1,1043,en,,,,0,user43,positive
https://twitter.com/user44/status/44,2025-01-22,Within set region beyond coach federal.,Yes,44,5,7,6,1,1044,en,,,,0,user44,negative
https://twitter.com/user45/status/45,2024-09-27,Project together let explain national.,Yes,45,4,9,15,1,1045,en,,,,0,user45,neutral
https://twitter.com/user46/status/46,2025-06-28,Current his low down occur.,Yes,46,3,3,3,0,1046,en,,,,0,user46,negative
https://twitter.com/user47/status/47,2025-08-15,Question return process stuff pick.,Yes,47,3,5,13,3,1047,en,,,,0,user47,neutral
https://twitter.com/user48/status/48,2025-01-08,Customer skill theory hand.,Yes,48,5,0,20,0,1048,en,,,,0,user48,negative
https://twitter.com/user49/status/49,2025-03-01,Life away senior difficult.,Yes,49,3,5,3,1,1049,en,,,,0,user49,positive
https://twitter.com/user50/status/50,2025-01-21,People wall foreign.,Yes,50,1,8,14,1,1050,en,,,,0,user50,positive
https://twitter.com/user51/status/51,2024-09-22,Allow have kitchen wear talk.,Yes,51,1,4,14,1,1051,en,,,,0,user51,negative
https://twitter.com/user52/status/52,2024-10-19,Every why we station begin deep.,Yes,52,3,8,3,0,1052,en,,,,0,user52,positive
https://twitter.com/user53/status/53,2025-08-01,Sing message board mean war analysis situation.,Yes,53,4,0,2,1,1053,en,,,,0,user53,neutral
https://twitter.com/user54/status/54,2024-10-13,Feeling poor all your suggest international blue.,Yes,54,3,7,15,1,1054,en,,,,0,user54,positive
https://twitter.com/user55/status/55,2025-04-14,Fine fine effort well.,Yes,55,0,2,12,0,1055,en,,,,0,user55,negative
https://twitter.com/user56/status/56,2024-12-16,Why outside goal.,Yes,56,2,7,9,3,1056,en,,,,0,user56,negative
https://twitter.com/user57/status/57,2024-09-10,Not husband center plan.,Yes,57,5,8,15,1,1057,en,,,,0,user57,neutral
https://twitter.com/user58/status/58,2025-01-11,Second Democrat information game.,Yes,58,2,3,1,0,1058,en,,,,0,user58,positive
https://twitter.com/user59/status/59,2024-09-26,Compare herself region matter street south.,Yes,59,2,0,1,3,1059,en,,,,0,user59,neutral
https://twitter.com/user60/status/60,2025-01-30,Story turn because such during open model.,Yes,60,4,2,1,0,1060,en,,,,0,user60,neutral
